table,column,dtype,non_null,n_unique,example,provenance
brand_fit_sbert,semantic_cosine,float64,7200,2071,0.4836,model output — brand-fit composite (src/models/brandfit.py)
posts_sample,post_id,str,16000,16000,INF00503_P017,identifier
posts_sample,influencer_id,str,16000,2000,INF00503,identifier
posts_sample,caption,str,16000,16000,Genuinely impressed by the mock test. I solved the spaced re,derived
posts_sample,likes,int64,16000,4390,103583,derived
posts_sample,comments,int64,16000,780,5120,derived
posts_sample,views,int64,16000,13096,5217088,derived
posts_sample,days_ago,int64,16000,364,70,derived
posts_sample,n_hashtags,int64,16000,12,5,derived
posts_sample,n_words,int64,16000,32,12,derived
posts_sample,has_disclosure,int64,16000,2,0,derived
posts_sample,has_promo,int64,16000,2,0,derived
posts_sample,has_cta,int64,16000,2,0,derived
posts_sample,brands_mentioned,str,16000,103,,derived
posts_sample,products_mentioned,str,16000,121,,derived
posts_sample,vader_compound,float64,16000,1361,0.34,derived
posts_sample,vader_label,str,16000,3,positive,derived
posts_sample,roberta_sentiment,str,6925,3,positive,derived
posts_sample,roberta_p_irony,float64,6925,6922,0.2055617719888687,derived
posts_sample,roberta_is_ironic,float64,6925,2,0.0,derived
posts_sample,topic_id,int64,16000,19,1,derived
posts_sample,topic_label,str,16000,19,"notes, students, studymotivation",derived
modelling_table,campaign_id,str,2199,2199,CMP000000,identifier
modelling_table,influencer_id,str,2199,1100,INF01901,identifier
modelling_table,brand_id,str,2199,120,BRD0061,identifier
modelling_table,brand_category,str,2199,12,Automotive,derived
modelling_table,category_fit_true,float64,2199,3,0.3,derived
modelling_table,fee_inr,int64,2199,2128,35828,generated — the synthetic universe's realised outcome
modelling_table,campaign_engagement_rate,float64,2199,2199,0.003429624758311435,generated — the synthetic universe's realised outcome
modelling_table,campaign_engagements,int64,2199,935,274,generated — the synthetic universe's realised outcome
modelling_table,handle,str,2199,930,@reva,derived
modelling_table,primary_niche,str,2199,12,Fitness,derived
modelling_table,secondary_niche,str,2199,12,Technology,derived
modelling_table,followers,int64,2199,1028,79935,generated — the synthetic creator universe (src/data/generate_synthetic.py)
modelling_table,following,int64,2199,486,376,generated — the synthetic creator universe (src/data/generate_synthetic.py)
modelling_table,avg_likes,int64,2199,731,700,generated — the synthetic creator universe (src/data/generate_synthetic.py)
modelling_table,avg_comments,int64,2199,196,5,generated — the synthetic creator universe (src/data/generate_synthetic.py)
modelling_table,avg_views,int64,2199,1070,39652,generated — the synthetic creator universe (src/data/generate_synthetic.py)
modelling_table,avg_reach,int64,2199,1084,28731,generated — the synthetic creator universe (src/data/generate_synthetic.py)
modelling_table,engagement_rate,float64,2199,1100,0.008824901549098346,generated — the synthetic creator universe (src/data/generate_synthetic.py)
modelling_table,comments_to_likes,float64,2199,1100,0.007564047409486092,generated — the synthetic creator universe (src/data/generate_synthetic.py)
modelling_table,views_to_followers,float64,2199,1096,0.49605304309751674,generated — the synthetic creator universe (src/data/generate_synthetic.py)
modelling_table,follower_growth_rate,float64,2199,1100,-0.0012655969511835372,generated — the synthetic creator universe (src/data/generate_synthetic.py)
modelling_table,posting_frequency_month,float64,2199,1100,13.242290035538295,generated — the synthetic creator universe (src/data/generate_synthetic.py)
modelling_table,audience_geo,str,2199,7,IN-East,generated — the synthetic creator universe (src/data/generate_synthetic.py)
modelling_table,audience_age_band,str,2199,5,18-24,generated — the synthetic creator universe (src/data/generate_synthetic.py)
modelling_table,audience_gender_skew,float64,2199,1100,0.3900965009980136,generated — the synthetic creator universe (src/data/generate_synthetic.py)
modelling_table,follower_tier,str,2199,5,Micro,generated — the synthetic creator universe (src/data/generate_synthetic.py)
modelling_table,n_posts_analysed,int64,2199,29,15,derived
modelling_table,content_hashtags_mean,float64,2199,534,6.4,measured — NLP pipeline over the creator's captions
modelling_table,content_hashtags_std,float64,2199,1057,2.5579009251449016,measured — NLP pipeline over the creator's captions
modelling_table,content_mentions_mean,float64,2199,1,0.0,measured — NLP pipeline over the creator's captions
modelling_table,content_emoji_mean,float64,2199,1,0.0,measured — NLP pipeline over the creator's captions
modelling_table,content_words_mean,float64,2199,796,16.666666666666668,measured — NLP pipeline over the creator's captions
modelling_table,content_words_std,float64,2199,1095,4.639375984311847,measured — NLP pipeline over the creator's captions
modelling_table,content_caps_ratio,float64,2199,1100,0.018596582883268497,measured — NLP pipeline over the creator's captions
modelling_table,content_exclamations,float64,2199,1,0.0,measured — NLP pipeline over the creator's captions
modelling_table,content_promo_rate,float64,2199,246,0.3333333333333333,measured — NLP pipeline over the creator's captions
modelling_table,content_disclosure_rate,float64,2199,185,0.3333333333333333,measured — NLP pipeline over the creator's captions
modelling_table,content_cta_rate,float64,2199,251,0.26666666666666666,measured — NLP pipeline over the creator's captions
modelling_table,content_question_rate,float64,2199,183,0.4666666666666667,measured — NLP pipeline over the creator's captions
modelling_table,content_brand_mention_rate,float64,2199,224,0.2,measured — NLP pipeline over the creator's captions
modelling_table,content_product_mention_rate,float64,2199,349,0.4,measured — NLP pipeline over the creator's captions
modelling_table,content_vader_mean,float64,2199,1100,0.29195333333333334,measured — NLP pipeline over the creator's captions
modelling_table,content_vader_std,float64,2199,1100,0.3967053240066714,measured — NLP pipeline over the creator's captions
modelling_table,content_roberta_p_positive,float64,2199,1100,0.38495580926537515,measured — NLP pipeline over the creator's captions
modelling_table,content_roberta_p_negative,float64,2199,1100,0.19196258317679166,measured — NLP pipeline over the creator's captions
modelling_table,content_irony_rate,float64,2199,3,0.0,measured — NLP pipeline over the creator's captions
modelling_table,content_irony_prob_mean,float64,2199,1100,0.08852315694093704,measured — NLP pipeline over the creator's captions
modelling_table,content_nrc_anger,float64,2199,1086,0.03944444444444444,measured — NLP pipeline over the creator's captions
modelling_table,content_nrc_anticipation,float64,2199,1095,0.3283333333333333,measured — NLP pipeline over the creator's captions
modelling_table,content_nrc_disgust,float64,2199,1068,0.021666666666666667,measured — NLP pipeline over the creator's captions
modelling_table,content_nrc_fear,float64,2199,1071,0.021666666666666667,measured — NLP pipeline over the creator's captions
modelling_table,content_nrc_joy,float64,2199,1094,0.2138888888888889,measured — NLP pipeline over the creator's captions
modelling_table,content_nrc_sadness,float64,2199,1094,0.08333333333333333,measured — NLP pipeline over the creator's captions
modelling_table,content_nrc_surprise,float64,2199,691,0.01111111111111111,measured — NLP pipeline over the creator's captions
modelling_table,content_nrc_trust,float64,2199,1098,0.2138888888888889,measured — NLP pipeline over the creator's captions
modelling_table,content_share_negative,float64,2199,7,0.1,measured — NLP pipeline over the creator's captions
modelling_table,content_share_neutral,float64,2199,9,0.6,measured — NLP pipeline over the creator's captions
modelling_table,content_share_positive,float64,2199,10,0.3,measured — NLP pipeline over the creator's captions
modelling_table,content_topic_entropy,float64,2199,805,1.0606018056124555,measured — NLP pipeline over the creator's captions
modelling_table,content_n_topics,int64,2199,6,2,measured — NLP pipeline over the creator's captions
modelling_table,content_dominant_topic,int64,2199,12,7,measured — NLP pipeline over the creator's captions
modelling_table,content_outlier_rate,float64,2199,194,0.26666666666666666,measured — NLP pipeline over the creator's captions
modelling_table,degree_centrality,float64,2199,21,0.0025012506253126563,measured — co-behaviour graph (src/network/sna.py)
modelling_table,degree_weighted,float64,2199,1060,2.027548,measured — co-behaviour graph (src/network/sna.py)
modelling_table,pagerank,float64,2199,1051,0.00043956689464995325,measured — co-behaviour graph (src/network/sna.py)
modelling_table,eigenvector_centrality,float64,0,0,,measured — co-behaviour graph (src/network/sna.py)
modelling_table,betweenness_centrality,float64,2199,950,0.0015741689036009741,measured — co-behaviour graph (src/network/sna.py)
modelling_table,closeness_centrality,float64,2199,986,0.05244650699917508,measured — co-behaviour graph (src/network/sna.py)
modelling_table,clustering_coefficient,float64,2199,867,0.12044956961072376,derived
modelling_table,k_core,int64,2199,8,3,measured — co-behaviour graph (src/network/sna.py)
modelling_table,community,int64,2199,65,23,measured — co-behaviour graph (src/network/sna.py)
modelling_table,community_size,int64,2199,18,168,measured — co-behaviour graph (src/network/sna.py)
modelling_table,pagerank_pct,float64,2199,1051,0.4565,measured — co-behaviour graph (src/network/sna.py)
modelling_table,degree_weighted_pct,float64,2199,1060,0.357,measured — co-behaviour graph (src/network/sna.py)
modelling_table,eigenvector_centrality_pct,float64,0,0,,measured — co-behaviour graph (src/network/sna.py)
modelling_table,betweenness_centrality_pct,float64,2199,950,0.682,measured — co-behaviour graph (src/network/sna.py)
modelling_table,network_tier,str,2199,4,Peripheral,measured — co-behaviour graph (src/network/sna.py)
modelling_table,top_keywords,str,2199,1100,progression|progressed|block|intake|low-impact|hip|hinge|war,derived
modelling_table,top_hashtags,str,2199,1100,nutrition|progressiveoverload|instadaily|homeworkout|explore,derived
modelling_table,follower_following_ratio,float64,2199,1086,212.59308510638297,generated — the synthetic creator universe (src/data/generate_synthetic.py)
modelling_table,log_followers,float64,2199,1028,4.902736979296593,derived
modelling_table,engagement_per_post,int64,2199,746,705,derived
modelling_table,reach_efficiency,float64,2199,1100,0.359429536498405,derived
modelling_table,er_vs_benchmark,float64,2199,1100,0.38494247047128327,generated — the synthetic creator universe (src/data/generate_synthetic.py)
modelling_table,category,str,2199,12,Automotive,derived
modelling_table,target_geo,str,2199,7,IN-West,derived
modelling_table,target_age_band,str,2199,3,35-44,derived
modelling_table,budget_inr,int64,2199,5,1000000,derived
modelling_table,match_primary_niche,int64,2199,2,0,derived
modelling_table,match_secondary_niche,int64,2199,2,0,derived
modelling_table,match_geo,int64,2199,2,0,derived
modelling_table,match_age,int64,2199,2,0,derived
modelling_table,log_budget,float64,2199,5,6.0,derived
influencer_features,influencer_id,str,2000,2000,INF00000,identifier
influencer_features,handle,str,2000,1598,@urban_ish_hq718,derived
influencer_features,primary_niche,str,2000,12,Finance,derived
influencer_features,secondary_niche,str,2000,12,Gaming,derived
influencer_features,followers,int64,2000,1844,21282,generated — the synthetic creator universe (src/data/generate_synthetic.py)
influencer_features,following,int64,2000,638,133,generated — the synthetic creator universe (src/data/generate_synthetic.py)
influencer_features,avg_likes,int64,2000,1115,430,generated — the synthetic creator universe (src/data/generate_synthetic.py)
influencer_features,avg_comments,int64,2000,243,20,generated — the synthetic creator universe (src/data/generate_synthetic.py)
influencer_features,avg_views,int64,2000,1897,18758,generated — the synthetic creator universe (src/data/generate_synthetic.py)
influencer_features,avg_reach,int64,2000,1910,14754,generated — the synthetic creator universe (src/data/generate_synthetic.py)
influencer_features,engagement_rate,float64,2000,2000,0.021162155093621456,generated — the synthetic creator universe (src/data/generate_synthetic.py)
influencer_features,comments_to_likes,float64,2000,2000,0.04818933203690853,generated — the synthetic creator universe (src/data/generate_synthetic.py)
influencer_features,views_to_followers,float64,2000,1989,0.8814021238605394,generated — the synthetic creator universe (src/data/generate_synthetic.py)
influencer_features,follower_growth_rate,float64,2000,2000,0.022687570728902352,generated — the synthetic creator universe (src/data/generate_synthetic.py)
influencer_features,posting_frequency_month,float64,2000,2000,8.266926011362692,generated — the synthetic creator universe (src/data/generate_synthetic.py)
influencer_features,audience_geo,str,2000,7,US/EU,generated — the synthetic creator universe (src/data/generate_synthetic.py)
influencer_features,audience_age_band,str,2000,5,13-17,generated — the synthetic creator universe (src/data/generate_synthetic.py)
influencer_features,audience_gender_skew,float64,2000,2000,0.7304162900992035,generated — the synthetic creator universe (src/data/generate_synthetic.py)
influencer_features,follower_tier,str,2000,5,Micro,generated — the synthetic creator universe (src/data/generate_synthetic.py)
influencer_features,n_posts_analysed,int64,2000,29,35,derived
influencer_features,content_hashtags_mean,float64,2000,704,5.685714285714286,measured — NLP pipeline over the creator's captions
influencer_features,content_hashtags_std,float64,2000,1884,2.4467436771858098,measured — NLP pipeline over the creator's captions
influencer_features,content_mentions_mean,float64,2000,1,0.0,measured — NLP pipeline over the creator's captions
influencer_features,content_emoji_mean,float64,2000,1,0.0,measured — NLP pipeline over the creator's captions
influencer_features,content_words_mean,float64,2000,1232,16.714285714285715,measured — NLP pipeline over the creator's captions
influencer_features,content_words_std,float64,2000,1989,5.266829767357146,measured — NLP pipeline over the creator's captions
influencer_features,content_caps_ratio,float64,2000,2000,0.021183120536203876,measured — NLP pipeline over the creator's captions
influencer_features,content_exclamations,float64,2000,1,0.0,measured — NLP pipeline over the creator's captions
influencer_features,content_promo_rate,float64,2000,280,0.2,measured — NLP pipeline over the creator's captions
influencer_features,content_disclosure_rate,float64,2000,207,0.05714285714285714,measured — NLP pipeline over the creator's captions
influencer_features,content_cta_rate,float64,2000,277,0.2,measured — NLP pipeline over the creator's captions
influencer_features,content_question_rate,float64,2000,206,0.14285714285714285,measured — NLP pipeline over the creator's captions
influencer_features,content_brand_mention_rate,float64,2000,261,0.2571428571428571,measured — NLP pipeline over the creator's captions
influencer_features,content_product_mention_rate,float64,2000,427,0.37142857142857144,measured — NLP pipeline over the creator's captions
influencer_features,content_vader_mean,float64,2000,1997,0.18664857142857144,measured — NLP pipeline over the creator's captions
influencer_features,content_vader_std,float64,2000,2000,0.5273022162643648,measured — NLP pipeline over the creator's captions
influencer_features,content_roberta_p_positive,float64,2000,2000,0.5806556344032288,measured — NLP pipeline over the creator's captions
influencer_features,content_roberta_p_negative,float64,2000,2000,0.08760154796764255,measured — NLP pipeline over the creator's captions
influencer_features,content_irony_rate,float64,2000,3,0.0,measured — NLP pipeline over the creator's captions
influencer_features,content_irony_prob_mean,float64,2000,2000,0.08502651266753673,measured — NLP pipeline over the creator's captions
influencer_features,content_nrc_anger,float64,2000,1959,0.12650896722325294,measured — NLP pipeline over the creator's captions
influencer_features,content_nrc_anticipation,float64,2000,1983,0.20854661211804068,measured — NLP pipeline over the creator's captions
influencer_features,content_nrc_disgust,float64,2000,1906,0.039716553287981855,measured — NLP pipeline over the creator's captions
influencer_features,content_nrc_fear,float64,2000,1922,0.06910359481788053,measured — NLP pipeline over the creator's captions
influencer_features,content_nrc_joy,float64,2000,1986,0.1267775874918732,measured — NLP pipeline over the creator's captions
influencer_features,content_nrc_sadness,float64,2000,1973,0.18711978497692783,measured — NLP pipeline over the creator's captions
influencer_features,content_nrc_surprise,float64,2000,1123,0.03208545422831137,measured — NLP pipeline over the creator's captions
influencer_features,content_nrc_trust,float64,2000,1988,0.181570017284303,measured — NLP pipeline over the creator's captions
influencer_features,content_share_negative,float64,2000,7,0.0,measured — NLP pipeline over the creator's captions
influencer_features,content_share_neutral,float64,2000,9,0.4,measured — NLP pipeline over the creator's captions
influencer_features,content_share_positive,float64,2000,10,0.6,measured — NLP pipeline over the creator's captions
influencer_features,content_topic_entropy,float64,2000,1227,1.1146885220167242,measured — NLP pipeline over the creator's captions
influencer_features,content_n_topics,int64,2000,6,3,measured — NLP pipeline over the creator's captions
influencer_features,content_dominant_topic,int64,2000,12,4,measured — NLP pipeline over the creator's captions
influencer_features,content_outlier_rate,float64,2000,212,0.2,measured — NLP pipeline over the creator's captions
influencer_features,degree_centrality,float64,2000,21,0.003501750875437719,measured — co-behaviour graph (src/network/sna.py)
influencer_features,degree_weighted,float64,2000,1928,2.803494,measured — co-behaviour graph (src/network/sna.py)
influencer_features,pagerank,float64,2000,1920,0.0004366243562390306,measured — co-behaviour graph (src/network/sna.py)
influencer_features,eigenvector_centrality,float64,0,0,,measured — co-behaviour graph (src/network/sna.py)
influencer_features,betweenness_centrality,float64,2000,1721,0.1289293227087969,measured — co-behaviour graph (src/network/sna.py)
influencer_features,closeness_centrality,float64,2000,1697,0.09205033683287199,measured — co-behaviour graph (src/network/sna.py)
influencer_features,clustering_coefficient,float64,2000,1574,0.04635238050545493,derived
influencer_features,k_core,int64,2000,8,4,measured — co-behaviour graph (src/network/sna.py)
influencer_features,community,int64,2000,89,28,measured — co-behaviour graph (src/network/sna.py)
influencer_features,community_size,int64,2000,18,152,measured — co-behaviour graph (src/network/sna.py)
influencer_features,pagerank_pct,float64,2000,1920,0.4525,measured — co-behaviour graph (src/network/sna.py)
influencer_features,degree_weighted_pct,float64,2000,1928,0.503,measured — co-behaviour graph (src/network/sna.py)
influencer_features,eigenvector_centrality_pct,float64,0,0,,measured — co-behaviour graph (src/network/sna.py)
influencer_features,betweenness_centrality_pct,float64,2000,1721,0.995,measured — co-behaviour graph (src/network/sna.py)
influencer_features,network_tier,str,2000,4,Peripheral,measured — co-behaviour graph (src/network/sna.py)
influencer_features,top_keywords,str,2000,2000,fund|treatment|tax|debt|tax-saving|instrument|genuinely|bori,derived
influencer_features,top_hashtags,str,2000,2000,collab|instadaily|viral|taxplanning|contentcreator|creator|e,derived
influencer_features,follower_following_ratio,float64,2000,1952,160.01503759398497,generated — the synthetic creator universe (src/data/generate_synthetic.py)
influencer_features,log_followers,float64,2000,1844,4.328012438855587,derived
influencer_features,engagement_per_post,int64,2000,1118,450,derived
influencer_features,reach_efficiency,float64,2000,1990,0.6932619114744855,derived
influencer_features,er_vs_benchmark,float64,2000,2000,1.1152863085276226,generated — the synthetic creator universe (src/data/generate_synthetic.py)
nlp_benchmarks,task,str,29,3,sentiment,derived
nlp_benchmarks,corpus,str,29,4,tweeteval_sentiment,derived
nlp_benchmarks,method_key,str,29,10,majority_baseline,derived
nlp_benchmarks,method_name,str,29,20,Majority-class baseline ('neutral'),derived
nlp_benchmarks,family,str,29,5,baseline,derived
nlp_benchmarks,supervised,bool,29,2,false,derived
nlp_benchmarks,citation,str,29,8,-,derived
nlp_benchmarks,notes,str,29,11,Predicts the most frequent training label for every input.,derived
nlp_benchmarks,n_eval,int64,29,4,3000,"measured — evaluation on a real, human-labelled corpus"
nlp_benchmarks,accuracy,float64,22,22,0.48333333333333334,"measured — evaluation on a real, human-labelled corpus"
nlp_benchmarks,macro_f1,float64,22,22,0.21722846441947566,"measured — evaluation on a real, human-labelled corpus"
nlp_benchmarks,weighted_f1,float64,22,22,0.3149812734082397,"measured — evaluation on a real, human-labelled corpus"
nlp_benchmarks,seconds,float64,22,17,0.0,derived
nlp_benchmarks,texts_per_sec,float64,22,19,Infinity,"measured — evaluation on a real, human-labelled corpus"
nlp_benchmarks,subsampled,bool,29,1,false,derived
nlp_benchmarks,status,str,29,2,ok,simulated — the transactional layer (src/nectar/build_pipeline.py)
nlp_benchmarks,error,str,29,3,,derived
nlp_benchmarks,per_class,object,29,23,"{""negative"": {""precision"": 0.0, ""recall"": 0.0, ""f1-score"": 0",derived
nlp_benchmarks,confusion,object,29,23,"[""[  0 970   0]"", ""[   0 1450    0]"", ""[  0 580   0]""]",derived
nlp_benchmarks,labels,object,29,4,"[""negative"", ""neutral"", ""positive""]",derived
feature_importance,feature,str,79,79,engagement_rate,derived
feature_importance,gain,float64,79,75,2539.6066520008258,derived
feature_importance,gain_pct,float64,79,58,26.03,derived
feature_shap,feature,str,79,79,engagement_rate,derived
feature_shap,mean_abs_shap,float64,79,75,0.20759818658998824,derived
graph_edges,source,str,6000,1475,INF01047,derived
graph_edges,target,str,6000,1449,INF01724,derived
graph_edges,weight,float64,6000,5736,0.983575,derived
topics,topic_id,int64,18,18,0,derived
topics,size,int64,18,18,3992,derived
topics,top_words,str,18,18,travel|solotravel|travelphotography|backpacking|wanderlust|h,derived
topics,label,str,18,18,"travel, solotravel, travelphotography",derived
